PosWord	Value
后顾之忧	1.525826 
公认	1.525909 
半价	1.526999 
甜美	1.527049 
高	1.527100 
外挂	1.527184 
续航	1.528924 
阳奉阴违	1.529148 
陶	1.529281 
甘于	1.529505 
蚂蚁	1.529642 
帕斯卡	1.529903 
出手	1.529966 
温迪	1.530064 
学院	1.530244 
打包	1.530911 
一下载	1.531778 
讲价	1.532172 
春暖花开	1.532242 
齿	1.532363 
大饱眼福	1.532817 
贝贝真	1.534037 
耀	1.534104 
复述	1.534597 
严	1.534736 
苏晓燕	1.534961 
青睐	1.535446 
放心使用	1.536077 
回报	1.537065 
小丽	1.537545 
一行	1.538028 
潘森客	1.538055 
倾向	1.539009 
步骤	1.539036 
谋	1.539252 
片片	1.539333 
面前	1.539758 
自行	1.540170 
第一手	1.541926 
莫甘娜	1.542198 
新年	1.542260 
响度	1.542635 
慧	1.543029 
莎娜	1.543235 
进口	1.544081 
袋子	1.544092 
复古	1.544316 
守信用	1.544333 
一电脑	1.545293 
赵文才	1.546079 
教导	1.547714 
此后	1.548078 
徐州	1.549653 
双方	1.549765 
问题已经	1.550633 
堪	1.553757 
内外	1.554224 
捧腹大笑	1.555748 
骨	1.556427 
迄今	1.556617 
保留	1.556769 
日期	1.557047 
菱形	1.557065 
知名度	1.557509 
满身	1.557654 
语法	1.557710 
非常感谢	1.557826 
外感	1.558395 
软硬件	1.559036 
夜鹰	1.560497 
论坛	1.560685 
堡垒	1.561625 
切合	1.563320 
工作台	1.563461 
体力	1.563486 
一個過	1.563607 
佩服	1.563952 
解忧	1.567022 
救死扶伤	1.567033 
轻盈	1.567323 
良知	1.567592 
核对	1.567594 
包装物	1.568411 
专业户	1.569212 
皆	1.571558 
咖啡	1.571864 
序列	1.571868 
推广	1.572663 
有过之而无不及	1.572688 
阵营	1.572914 
连续剧	1.572930 
上不如	1.572931 
瞄准	1.573234 
筒子	1.573487 
诚心	1.573880 
猜	1.574011 
很小	1.574367 
高冷虎	1.575154 
打动	1.575271 
教安装	1.575380 
光顾	1.575411 
如虎添翼	1.576495 
林	1.576663 
俱	1.576926 
倍感	1.577247 
讲讲	1.577656 
嘛哈哈	1.579140 
复合	1.579459 
千言万语	1.579835 
第6	1.579860 
遇	1.580300 
关节	1.580671 
鹰	1.581220 
终身	1.581797 
要价	1.582280 
正义感	1.582600 
各有千秋	1.582635 
轮番	1.582878 
受理	1.583740 
典范	1.584182 
较真	1.585018 
银白色	1.585859 
松弛	1.585896 
发放	1.585907 
卓有	1.586247 
小巧玲珑	1.587053 
上减少	1.587697 
生产商	1.587698 
良苦用心	1.587730 
步步	1.587760 
新春	1.589463 
听听	1.589905 
兼备	1.590840 
早日	1.591083 
一一列举	1.592919 
大厂	1.592965 
世世代代	1.595018 
仲	1.596174 
方方正正	1.596642 
市场价	1.596736 
小苏	1.596915 
热处理	1.597620 
罗宾洛基	1.598542 
打交道	1.598837 
闺女	1.599007 
好迪	1.599191 
突破	1.599773 
妖娆	1.599796 
新兴	1.600107 
标价	1.601549 
工艺品	1.601611 
内伤	1.601882 
易于	1.602054 
一路	1.602066 
问询	1.602080 
实为	1.603778 
相似	1.603817 
抽	1.604307 
门店	1.604503 
探	1.605602 
沙漠	1.605630 
初学者	1.605734 
民心	1.608030 
出产	1.608044 
出乎预料	1.608182 
瑞雯	1.608289 
付出	1.609253 
众多	1.610640 
开销	1.611391 
病秧子	1.611490 
快递没有	1.611500 
主战场	1.612171 
纯粹	1.613299 
纤	1.613976 
玄	1.614054 
大钱	1.614093 
激素	1.614541 
用不完	1.614546 
漾	1.614720 
凯南	1.615849 
王子	1.615992 
补天士	1.616505 
腰围	1.616587 
企图	1.616744 
香港	1.616951 
彗慧	1.616999 
节省	1.618118 
国情	1.618192 
三百六十	1.618645 
预祝	1.618677 
腰	1.619060 
朴实	1.619278 
笑话	1.619542 
歌	1.620005 
感谢萌萌	1.621291 
累死	1.623843 
股份	1.624590 
历史	1.624810 
锐雯	1.626250 
个星际	1.626710 
缺憾	1.627269 
录音机	1.629424 
憋	1.630217 
工匠	1.630218 
缩头	1.630495 
噢	1.630935 
朵	1.631052 
同方	1.631059 
一览无余	1.632400 
散热孔	1.632745 
千金	1.633107 
水浒传	1.633706 
野牛	1.633740 
工作态度	1.634351 
麦粉	1.634566 
凸显	1.634990 
车流	1.635163 
影视	1.635266 
力量	1.635780 
10月份	1.636251 
优惠价	1.636643 
甜	1.636910 
数一数二	1.638371 
团队	1.638576 
泼	1.638775 
饱和	1.639274 
铝	1.639424 
试问	1.639606 
设有	1.640693 
后排	1.641369 
典型	1.643487 
青稞麦	1.645624 
病毒	1.645717 
身临其境	1.646124 
晶晶	1.646989 
眼球	1.647144 
为之一振	1.647918 
备份	1.648903 
表态	1.649213 
天晴才	1.649555 
身材	1.650519 
客服旋风	1.650992 
服务	1.652282 
不错	1.653024 
特有	1.653187 
厉	1.653424 
年轻	1.654345 
彪	1.655000 
中国女排	1.656656 
新装	1.657738 
欢声笑语	1.658087 
人身	1.658438 
解说	1.659682 
辉映	1.659945 
红蜘蛛	1.661924 
承若	1.662657 
超乎	1.662821 
亚洲	1.663398 
简练	1.665240 
第二：	1.666001 
7.8万	1.666733 
创业	1.667880 
源于	1.668691 
崩	1.669207 
消费	1.669507 
观感	1.670515 
雨舞	1.670748 
欣喜若狂	1.671235 
态度	1.671278 
展	1.672482 
言归正传	1.672596 
拿手	1.672771 
着迷	1.673173 
私人教练	1.673626 
不由得	1.674489 
滑冰鞋	1.676522 
介绍费	1.677459 
苗条	1.677637 
身体	1.677863 
巧合	1.679569 
工业	1.679755 
比宏	1.680023 
厚重感	1.680094 
项羽	1.680783 
弧线	1.680887 
即将	1.681885 
嗦	1.682985 
发大财	1.683436 
预想	1.683694 
萌	1.683926 
兰霹雳	1.684154 
木马	1.684189 
发送	1.684331 
瑞兹	1.684427 
传来	1.685933 
领导者	1.687091 
释	1.687714 
少男	1.687984 
复合材料	1.688352 
开通热点	1.688993 
得以	1.689026 
28日	1.689352 
寒潮	1.689364 
徒	1.692731 
晨晨	1.692916 
方方	1.692930 
竟是	1.694183 
知名	1.694295 
解密	1.694381 
个主要	1.696365 
铝合金	1.696490 
挤	1.696775 
极客	1.698378 
瑞文	1.698502 
仙女	1.699698 
真切	1.701354 
严严实实	1.702382 
淳儿	1.706577 
力捷	1.707675 
走向	1.707964 
雄鹰	1.708708 
设想	1.709580 
继续	1.710051 
2015年	1.711475 
小姐	1.711852 
寒风	1.713597 
接待	1.714535 
效果	1.715575 
研发	1.715954 
风趣	1.718473 
玛	1.719545 
低语	1.719686 
一丝不苟	1.720487 
感到	1.722228 
互联网	1.731217 
眼	1.731826 
情操	1.735844 
金字招牌	1.735863 
表现	1.736777 
华人	1.737161 
选手	1.739513 
纹路	1.740762 
拷	1.743892 
相遇	1.744777 
楠楠	1.745521 
帮帮	1.747042 
赠礼	1.748255 
佳音	1.749818 
天骄	1.750116 
倾心	1.751800 
百姓	1.752425 
路线	1.754298 
12万9千	1.754989 
队伍	1.755689 
力特	1.755827 
超高	1.757129 
更加	1.757917 
同道	1.758557 
事事	1.759361 
天衣无缝	1.760772 
1万1	1.761394 
前卫	1.762516 
虚心	1.770017 
一键	1.770684 
批量	1.773350 
个步骤	1.773941 
不拘小节	1.779858 
漂	1.782437 
每每	1.785443 
两侧	1.788239 
顶呱呱	1.797637 
天性	1.801931 
资质	1.803067 
枯叶	1.803658 
皇冠	1.805855 
懂电脑	1.814327 
赋予	1.814407 
不乏	1.815026 
忘掉	1.820726 
产业	1.825699 
一内存条	1.826647 
一掂量	1.827193 
手指甲	1.828336 
满满	1.828360 
笑纳	1.836573 
龙舟	1.842558 
通畅	1.843053 
试看	1.843250 
里带	1.844608 
旋转	1.845890 
明媚	1.847225 
勋章	1.851045 
仪式	1.852474 
理科生	1.854035 
16.7万	1.854349 
作家	1.854699 
喜欢喜欢	1.856580 
及时	1.858786 
学姐	1.860282 
尚	1.861167 
灵敏度	1.864319 
质地	1.864417 
党	1.865722 
教练	1.866658 
答谢	1.868043 
机动	1.869550 
耐热	1.874129 
时间段	1.874284 
奈斯	1.876549 
剽悍	1.878249 
设计	1.884136 
惠萌	1.892520 
对角线	1.894561 
战平台	1.894846 
绅士	1.895741 
总经理	1.902068 
个个	1.909333 
退居二线	1.911968 
四点五	1.915090 
秘诀	1.916806 
初次	1.924620 
教	1.928650 
色差	1.933437 
宝贝儿	1.933981 
实惠	1.940633 
评点	1.941438 
波波	1.942374 
做工	1.959573 
嫂子	1.960880 
验	1.966196 
缺损	1.966334 
上佳	1.966693 
我会	1.974355 
雪儿	1.980805 
谢	1.985657 
担当	1.990512 
裤	1.996853 
下去	1.997147 
设备	1.997647 
举	1.998898 
上蓝色	2.001195 
名牌本本	2.002735 
感谢店家	2.002968 
无异	2.003496 
洋	2.004154 
棒棒棒	2.004383 
多多	2.009119 
喽	2.011854 
宝儿	2.013798 
炸裂	2.018267 
还有服务	2.030277 
17日	2.034710 
九十七分	2.039942 
实	2.041800 
叶	2.043044 
竭诚	2.045027 
稀饭	2.045900 
出发点	2.047162 
真品	2.047726 
令人感动	2.047788 
特松	2.049330 
陪	2.053174 
尤	2.053673 
畅通	2.054442 
票价	2.055860 
少见	2.059609 
解	2.059888 
师哥	2.062156 
更是	2.063784 
缺货	2.064272 
为人	2.067463 
一赞	2.067484 
大老婆	2.069236 
效果非常	2.074462 
大宝	2.081218 
个火神	2.081829 
系统性	2.082585 
矩	2.083537 
上服务人员	2.085534 
清晰度	2.087155 
抢购	2.092719 
决赛	2.095260 
好看	2.095652 
初中	2.097254 
本本外观	2.097405 
余地	2.100215 
效果不错	2.100542 
爽	2.100902 
清清爽爽	2.101783 
低调	2.102730 
购机	2.104606 
散发	2.105163 
音响效果	2.107605 
有所	2.109692 
交易	2.113022 
苏晓涛	2.114021 
的哥	2.114247 
祝华硕	2.114975 
双重	2.118326 
朴天士	2.123004 
山西	2.123487 
讲究	2.123566 
快递包装	2.124210 
父母	2.133991 
顺手	2.136175 
欧耶	2.137320 
令人堪忧	2.137569 
标的	2.137634 
盆	2.138363 
研究	2.138396 
外观设计	2.145900 
肓	2.146091 
以往	2.146825 
今后	2.147313 
清洗液	2.149272 
规	2.149864 
辉辉	2.150580 
购货	2.150846 
厚薄	2.152092 
说客	2.152520 
平淡	2.158684 
前期	2.159094 
内核	2.160818 
亮亮的	2.160908 
操作系统	2.160939 
墨墨	2.163992 
美眉	2.164614 
产品包装	2.167109 
半点	2.172796 
修饰	2.173127 
童	2.174949 
上官网	2.176234 
礼	2.177440 
客服萌萌	2.179134 
皮实	2.179570 
规格	2.179706 
个考虑	2.181396 
磕碰	2.182787 
服态度	2.185543 
牢	2.186306 
党性	2.188003 
相中	2.189251 
要好	2.190206 
阳	2.191254 
亨	2.193521 
带劲	2.193589 
上处理	2.194403 
你家	2.194472 
体系	2.197512 
筠	2.199010 
长虹	2.200138 
口味	2.208072 
麦泽	2.208350 
大众化	2.211089 
个呼吸	2.212344 
人间	2.214804 
有待	2.215674 
磨合	2.216608 
来客	2.217109 
够用	2.219009 
回帖	2.219622 
急眼	2.220777 
杠杆	2.222610 
粉	2.223050 
上真是	2.224534 
图文	2.225073 
么么	2.225115 
钻石	2.225784 
小米	2.227985 
网上购物	2.229478 
透亮	2.229903 
档次	2.230462 
娟	2.230504 
主要	2.230578 
叔叔	2.233122 
哥们	2.233196 
延保	2.234293 
妖艳	2.235284 
电子版	2.235344 
将心比心	2.235415 
优选	2.239872 
点个	2.240406 
合资	2.241429 
重用	2.242696 
风格	2.243664 
照顾	2.244775 
富	2.246841 
周和小婷	2.247498 
10分	2.254808 
可不	2.254947 
月光	2.255205 
恭喜发财	2.255694 
配件升级	2.258179 
三百五	2.260742 
财	2.261226 
个关注	2.262498 
上班族	2.263449 
声音效果	2.263661 
第8	2.264399 
国镁	2.265186 
外国人	2.266521 
做出	2.266711 
没错	2.268768 
优化步骤	2.270184 
加强	2.270340 
色彩	2.272890 
步步高	2.273773 
哥赞	2.276904 
叙	2.278658 
诗韵	2.286221 
提问	2.290263 
主管	2.290896 
神品	2.291129 
男女	2.292743 
亲身	2.294197 
薄薄的	2.294616 
逆	2.296669 
晴	2.297886 
展现	2.298273 
各界	2.299185 
丰富多彩	2.299305 
近人	2.304759 
清一色	2.308601 
睿坤	2.310537 
永远	2.311005 
指纹解锁	2.315081 
乌龟	2.315519 
趁早	2.315782 
补习	2.315879 
回答问题	2.315944 
够格	2.316076 
全方位	2.316471 
快速	2.316493 
个作图	2.319535 
度过	2.319567 
别具一格	2.319584 
利器	2.319585 
影音	2.320882 
服录音机	2.321514 
随时随地	2.322986 
协会	2.323349 
任何人	2.323477 
夏季	2.324931 
创意	2.331508 
真空	2.334250 
属	2.335173 
从头到尾	2.341880 
服务员	2.342777 
动态	2.343043 
沿用	2.349466 
尝尝	2.353851 
现价	2.353980 
忙碌	2.362002 
熟	2.363050 
相处	2.367360 
指引	2.368829 
姐姐	2.370228 
休闲	2.370830 
服务人员	2.371325 
搂	2.371420 
无与伦比	2.371824 
羞	2.373727 
事项	2.377571 
店家态度	2.377911 
惯	2.378864 
雄性	2.378900 
从头	2.379316 
名牌	2.379534 
绰绰有余	2.380317 
行货	2.382424 
学生	2.384191 
员	2.384299 
教会	2.384494 
人力	2.384537 
香槟	2.384549 
推出	2.388104 
破损	2.391438 
国民	2.393889 
旅行	2.399705 
好人	2.400832 
拿走	2.401326 
个默认	2.402396 
概念	2.402417 
签字	2.404204 
赢得	2.407557 
名气	2.410770 
躯	2.412263 
路况	2.412398 
公布	2.416557 
用心	2.416617 
新潮	2.416829 
款待	2.416930 
布林布林	2.417181 
小姚	2.418347 
心底	2.419445 
元宵	2.423499 
财源	2.425966 
红火	2.427646 
尽心	2.427834 
节	2.429180 
梨花	2.432409 
工程学	2.433343 
打滑	2.436284 
麦乐	2.438944 
华贵	2.444800 
时光	2.450848 
最为	2.450908 
莫大	2.454241 
说一不二	2.455621 
外包装	2.456195 
周全	2.456248 
详解	2.461062 
再接再厉	2.465268 
高升	2.467459 
防护	2.468816 
超级超级	2.470080 
胃口	2.473661 
7分	2.475799 
余	2.476519 
苏小燕	2.481503 
小珍	2.483635 
密封	2.484917 
祝福	2.485485 
行业	2.487096 
点名	2.487790 
彰	2.487989 
坚实	2.490434 
协议	2.494165 
敛	2.495628 
年华	2.500464 
变换	2.502735 
严实	2.504049 
一声令下	2.507604 
台湾	2.510806 
华硕点	2.511557 
娜美	2.513591 
一体化	2.517567 
标杆	2.519559 
敬业	2.529445 
十七	2.531586 
霹雳	2.533640 
蓉蓉	2.534638 
围观	2.534924 
品位	2.548975 
专一	2.552639 
火	2.556307 
星星剑	2.556662 
女王	2.557034 
叶良	2.561503 
没有破损	2.569265 
为期	2.570059 
诉	2.571230 
再次	2.572706 
工薪	2.583961 
责任感	2.586855 
误	2.587434 
个客户	2.587791 
机体	2.587833 
啮合	2.591887 
艳丽	2.592149 
龙虾	2.593223 
形象	2.596979 
选购	2.597530 
个笔记本散热	2.598783 
等到	2.600822 
美貌	2.605944 
隆重	2.609714 
上提升	2.611469 
建议	2.616879 
上手	2.625017 
琅琅上口	2.630258 
一脉相承	2.630282 
到位	2.631066 
舒心	2.631804 
秉	2.649375 
小贵	2.654944 
原封	2.664829 
童叟无欺	2.676614 
专柜	2.683922 
满意满意	2.684466 
维尼	2.685390 
磕磕碰碰	2.690830 
上麦本本	2.693309 
没有红色	2.695708 
合算	2.699601 
售货	2.701972 
正在	2.703528 
占天士	2.707082 
亲眼目睹	2.708840 
个赞	2.711356 
亲热	2.716126 
广交会	2.728450 
优越	2.732613 
原装正品	2.735729 
燕	2.740557 
18万+.	2.744819 
问候	2.748236 
规划	2.760749 
经历	2.762303 
第9	2.764184 
产品质量	2.764323 
不愧	2.776316 
需求	2.784745 
形容词	2.785654 
亮晶晶	2.785764 
手工	2.794366 
杨洋	2.798102 
老规矩	2.814424 
一下下	2.816414 
清新	2.822531 
旅	2.823011 
新浪	2.831800 
加油	2.832782 
舒适度	2.832853 
布料	2.833993 
默	2.837219 
家长	2.844847 
捡	2.848067 
养	2.854729 
挑错	2.862111 
生兴隆	2.862892 
抢眼	2.863295 
纯正	2.865390 
信誉	2.876763 
相间	2.877722 
带来	2.881820 
黑马	2.882671 
力挺	2.887131 
舍友都	2.895186 
帮忙解决	2.895196 
蝎	2.912584 
超静	2.913468 
腻	2.914592 
不可多得	2.914977 
低廉	2.916380 
家用	2.916433 
心包	2.916655 
珍珠	2.919061 
毫无疑问	2.923834 
内涵	2.929576 
技师	2.932317 
光发	2.935634 
宝石	2.935665 
三五年	2.942174 
个华硕笔记本	2.947098 
个女生	2.950625 
平易近人	2.950891 
华美	2.952710 
不说	2.968169 
诚	2.969455 
本命年	2.975920 
万分	2.984655 
元老	2.990854 
小妹	3.000172 
侠客	3.002567 
光临	3.004378 
说到做到	3.014577 
上游戏本	3.026121 
首要	3.028339 
年轻人	3.030449 
用于	3.030989 
楚	3.031181 
欢欢	3.031702 
店员	3.042971 
观点	3.051020 
口号	3.055721 
埙	3.058394 
快递哥	3.066897 
音质	3.066925 
指数	3.068745 
气质	3.080871 
科普	3.088501 
地理	3.089504 
慧慧	3.092283 
证件	3.094076 
上城	3.107322 
11月份	3.109637 
皓月	3.111053 
厚实	3.114975 
业绩	3.120163 
查收	3.124685 
简约	3.128790 
沉稳	3.139280 
解答问题	3.145677 
涵	3.148143 
和锐雯	3.159369 
慢慢	3.161546 
心怡	3.165978 
处理品	3.171335 
孟德	3.174161 
多重	3.178636 
现货	3.183007 
琳	3.190450 
小婷	3.198425 
标逸	3.203212 
花荣	3.205180 
皮卡丘	3.212061 
商祺	3.214220 
摸索	3.221929 
慧琳	3.222211 
潘森	3.228063 
范	3.235834 
个不错	3.237636 
雷凌振	3.240183 
磨难	3.248951 
广大	3.270419 
祝愿	3.271224 
结实	3.277451 
逆转	3.277535 
多么	3.305908 
封闭	3.310313 
盔甲	3.316392 
巅峰	3.318084 
莫德凯撒	3.330581 
小谢	3.332343 
石灰	3.332665 
配制	3.334826 
完好无损	3.342833 
滚滚	3.359064 
红红火火	3.367702 
代名词	3.370283 
神话	3.376520 
善解人意	3.382494 
蒸蒸日上	3.399119 
宿友	3.406653 
新品	3.418607 
淅	3.420110 
希腊	3.436194 
高档	3.451287 
下回	3.457353 
完备	3.457617 
天马	3.476644 
精干	3.478604 
佳	3.486974 
大力	3.491947 
法拉第	3.534221 
各方	3.558209 
潮流	3.562214 
递	3.564616 
个值得	3.570112 
工作	3.590297 
扎实	3.627149 
外貌	3.645947 
不论是	3.659173 
经得住	3.667488 
看重	3.682589 
小雷	3.686900 
正品行货	3.692930 
业务	3.695056 
交往	3.698404 
办公	3.732706 
飞升	3.733303 
新颖	3.739085 
嘉	3.740461 
动人	3.746069 
分量	3.753109 
款型	3.765819 
本子已经	3.776228 
通情达理	3.796950 
小纯	3.797175 
出入	3.811664 
麦麦	3.817399 
有着	3.824427 
西西	3.828064 
银灰色	3.842784 
苏雪来	3.853440 
司	3.859367 
砍价	3.875225 
日常	3.888406 
么么哒	3.905212 
用料	3.916379 
明快	3.935058 
客服幻影	3.942592 
很多很多	3.945783 
三十二	3.953436 
吻合	3.956129 
流线型	3.990929 
心细	3.991472 
尽职	3.991651 
员工	3.991961 
亮丽	3.999061 
熊	4.007358 
必定	4.029990 
无损	4.030269 
老朋友	4.047612 
愿	4.053599 
洋气	4.060781 
性感	4.087909 
企业	4.124222 
双层	4.132323 
奈	4.146698 
整机	4.346586 
温文尔雅	4.430990 
月牙	4.480817 
好手	4.513762 
贴心	4.518838 
取出	4.551925 
兴	4.610683 
齐全	4.610784 
县级	4.647413 
一款机器	4.684526 
强劲	4.754285 
正点	4.770060 
张豪	4.795446 
绚丽	4.818305 
诚恳	4.858311 
票据	4.899341 
梦寐以求	5.273540 
运动	5.335181 
苏	5.357101 
内在	5.372763 
满分满分	5.400547 
色泽	5.404627 
审美	5.436032 
着想	5.443929 
全新正品	5.506498 
考究	5.546148 
慧姐	5.583857 
精良	5.618335 
更上一层楼	5.647114 
先后	5.816520 
秀气	5.819881 
隆	6.392269 
优异	6.612726 
经典	6.764306 
